analysis_id,tier_id,continent_id,resolution_id,scale_id,cv_budget_status,cv_budget_assignment_scope,cv_budget_source_scale_id,cv_budget_order,cv_n_iter_initial,cv_n_iter_max,cv_n_sampling,cv_n_step_size,cv_n_early_stopping,cv_measured_seconds_per_fit,cv_measured_seconds_per_epoch
modern_spatial,local,america,family,am_r002_l008,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r003_l001,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r003_l002,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r003_l003,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r003_l004,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r004_l001,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r004_l002,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r004_l003,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r004_l004,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r004_l005,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r004_l006,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r004_l007,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r004_l008,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r005_l001,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r005_l002,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r005_l003,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r005_l004,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r005_l005,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r005_l006,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r005_l007,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r005_l008,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r005_l009,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r005_l010,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r005_l011,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r005_l012,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r005_l013,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r005_l014,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r005_l015,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r005_l016,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r006_l001,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r006_l002,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r006_l003,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r006_l004,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r006_l005,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r006_l006,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r006_l007,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r006_l008,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r007_l001,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r007_l002,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r007_l003,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r007_l004,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r007_l005,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r007_l006,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r007_l007,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r007_l008,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r008_l001,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r008_l002,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r008_l003,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r008_l004,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r008_l005,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r008_l006,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r008_l007,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r008_l008,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r008_l009,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r008_l010,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r008_l011,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r008_l012,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r008_l013,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r008_l014,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r008_l015,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r008_l016,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r009_l001,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r009_l002,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r009_l003,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r009_l004,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r009_l005,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r009_l006,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r009_l007,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r009_l008,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r010_l001,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r010_l002,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r010_l003,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r010_l004,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r010_l005,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r010_l006,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r010_l007,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r010_l008,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r011_l001,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r011_l002,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r011_l003,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r011_l004,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r011_l005,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r011_l006,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r011_l007,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r011_l008,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r011_l009,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r011_l010,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r011_l011,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r011_l012,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r011_l013,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r011_l014,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r011_l015,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r011_l016,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r012_l001,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r012_l002,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r012_l003,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r012_l004,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r012_l005,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r012_l006,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r012_l007,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,america,family,am_r012_l008,calibrated,exact_group,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r001_l001,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r001_l002,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r001_l003,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r001_l004,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r001_l005,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r001_l006,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r001_l007,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r001_l008,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r002_l001,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r002_l002,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r002_l003,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r002_l004,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r002_l005,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r002_l006,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r002_l007,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r002_l008,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r002_l009,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r002_l010,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r002_l011,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r002_l012,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r003_l001,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r003_l002,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r003_l003,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r003_l004,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r003_l005,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r003_l006,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r003_l007,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r003_l008,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r004_l001,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r004_l002,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r004_l003,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r004_l004,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r004_l005,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r004_l006,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r004_l007,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r004_l008,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r004_l009,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r004_l010,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r004_l011,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r004_l012,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r005_l001,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r005_l002,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r005_l003,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r005_l004,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r005_l005,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r005_l006,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r005_l007,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r005_l008,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r006_l001,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r006_l002,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r006_l003,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r006_l004,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r006_l005,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r006_l006,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r006_l007,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r006_l008,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r006_l009,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r006_l010,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r006_l011,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r006_l012,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r007_l001,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r007_l002,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r007_l003,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r007_l004,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r007_l005,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r007_l006,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r007_l007,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r007_l008,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r008_l001,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r008_l002,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r008_l003,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r008_l004,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r008_l005,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r008_l006,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r008_l007,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r008_l008,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r008_l009,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r008_l010,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r008_l011,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,local,asia,family,as_r008_l012,calibrated,tier_fallback,am_r007_l008,1,500,2000,200,NA,NA,11.41000000000004,0.038715305838555425
modern_spatial,continental,europe,functional_type,europe,calibrated,exact_group,europe,1,500,2000,200,NA,NA,43.085000000000036,0.20162339487223818
modern_spatial,continental,america,functional_type,america,calibrated,tier_fallback,europe,1,500,2000,200,NA,NA,43.085000000000036,0.20162339487223818
modern_spatial,continental,asia,functional_type,asia,calibrated,tier_fallback,europe,1,500,2000,200,NA,NA,43.085000000000036,0.20162339487223818
modern_spatial,regional,europe,functional_type,eu_r001,calibrated,exact_group,eu_r005,1,500,2000,200,NA,NA,15.819999999999983,0.07098933890350748
modern_spatial,regional,europe,functional_type,eu_r002,calibrated,exact_group,eu_r005,1,500,2000,200,NA,NA,15.819999999999983,0.07098933890350748
modern_spatial,regional,europe,functional_type,eu_r003,calibrated,exact_group,eu_r005,1,500,2000,200,NA,NA,15.819999999999983,0.07098933890350748
modern_spatial,regional,europe,functional_type,eu_r004,calibrated,exact_group,eu_r005,1,500,2000,200,NA,NA,15.819999999999983,0.07098933890350748
modern_spatial,regional,europe,functional_type,eu_r005,calibrated,exact_group,eu_r005,1,500,2000,200,NA,NA,15.819999999999983,0.07098933890350748
modern_spatial,regional,europe,functional_type,eu_r006,calibrated,exact_group,eu_r005,1,500,2000,200,NA,NA,15.819999999999983,0.07098933890350748
modern_spatial,regional,europe,functional_type,eu_r007,calibrated,exact_group,eu_r005,1,500,2000,200,NA,NA,15.819999999999983,0.07098933890350748
